common_name,sci_name,method,chem,cen_hardness,hardness,cen_value,value,cen_normalized_value,normalzed_value,2001_smav,2016_smav,reference,other_info,hardness_meta,value_meta,normalized_value_meta
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumsulfate,,281,,10,,3.637,,,Davies and Brinkman1994b,"(fry, 2.5 g)",,,
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiunnitrate,,140,,22,,15.82,,,Hollis et al. 1999,"(juvenile, 4.5 g)",,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,30.7,,0.71,,2.255,,,Stratus Consulting 1999,(263 mg),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,29.3,,0.47,,1.563,,,Stratus Consulting 1999,(659 mg),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,31.7,,0.51,,1.57,,,Stratus Consulting 1999,"(1,150 mg)",,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,30.2,,0.38,,1.227,,,Stratus Consulting 1999,"(1,130 mg)",,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,30,,1.29,,4.191,,,Stratus Consulting 1999,(299 mg),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,89.3,,2.85,,3.183,,,Stratus Consulting 1999,(289 mg),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumnitrate,,20,,2.07,,10,,,Hollis et al. 2000a,"(juvenile, 12 g)",,,
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumnitrate,,120,,19,,15.89,,,Niyogi et al. 2004b,"(juvenile, 8-12 g)",,,
Rainbow trout,Oncorhynchus mykiss,"F, M",,,103,,3.7,,3.594,,,Besser et al. 2007,"(swim-up fry, 0.131 g)",,,
Rainbow trout,Oncorhynchus mykiss,"F, M",,,103,,5.2,,5.051,,,Besser et al. 2007,"(juvenile, 0.496 g)",,,
Rainbow trout,Oncorhynchus mykiss,"S, M",Cadmiumchloride,,,,0.753,,,,,Birceanu et al. 2008,"(juvenile, 1-3 g)",,,
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumchloride,,19.7,,"0.864",,4.237,,,Mebane et al. 2007; 2008,"(swim-up fry, 0.2-0.4 g)",,(0.84 reported-dissolved),
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumchloride,,29.4,,"0.915",,3.032,,,Mebane et al. 2007; 2008,"(swim-up fry, 0.2-0.4 g)",,(0.89 reported-dissolved),
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumnitrate,,44,,2.75,,6.142,,,Niyogi et al. 2008,"(juvenile, 6-8 g)",(40-48),,
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumnitrate,,"44",,3.21,,7.169,,,Niyogi et al. 2008,"(juvenile, 6-8 g)",(40-48),,
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumnitrate,,"44",,3.08,,6.879,,,Niyogi et al. 2008,"(juvenile, 6-8 g)",(40-48),,
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumnitrate,,"44",,1.02,,2.278,,,Niyogi et al. 2008,"(juvenile, 6-8 g)",(40-48),,
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumchloride,,21,,"0.3495",,1.61,,,Mebane et al. 2012,(young of the year),,(0.34 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,103,>,"52.31",>,50.81,,,Calfee et al. 2014,"(1 dph, 0.08 g, 14.3 cm)",,(>49.40 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,104,,"3.061",,2.945,,,Calfee et al. 2014,"(18 dph, 0.1 g, 24.33 cm)",,(2.89 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,107,,"5.115",,4.786,,,Calfee et al. 2014,"(32 dph, 0.12 g, 26.67 cm)",,(4.83 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,107,,"2.933",,2.745,,,Calfee et al. 2014,"(46 dph, 0.22 g, 32.1 cm)",,(2.77 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,104,,"3.929",,3.78,,,Calfee et al. 2014,"(60 dph, 0.33 g, 37.1 cm)",,(3.71 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,96,,"4.808",,5.003,,,Calfee et al. 2014,"(74 dph, 0.42 g, 40.3 cm)",,(4.54 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,103,,"3.135",,3.045,,,Calfee et al. 2014,"(95 dph, 0.7 g, 45.43 cm)",,(2.96 reported dissolved),
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,100,>,"12.71",>,12.71,,,Wang et al. 2014a,(1 dph),,(>12 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,100,,"5.401",,5.4,4.265,3.727,Wang et al. 2014a,"(juvenile, 26 dph)",,(5.1 reported dissolved),
Chinook salmon ,Oncorhynchus tshawytscha,"F, U",,,,,1.9,,,,,Chapman 1973,(swim-up),,,
Chinook salmon ,Oncorhynchus tshawytscha,"F, M",Cadmiumchloride,,25,,1.41,,5.477,,,Chapman 1978; 1982,(juvenile),,,
Chinook salmon,Oncorhynchus tshawytscha,"F, M",Cadmiumchloride,,23,>,26,>,109.6,,,Chapman 1978,"(alevin, 0.05 g)",,,
Chinook salmon,Oncorhynchus tshawytscha,"F, M",Cadmiumchloride,,23,,1.8,,7.586,,,Chapman 1978,"(swim-up fry, 0.23 g)",,,
Chinook salmon,Oncorhynchus tshawytscha,"F, M",Cadmiumchloride,,23,,3.5,,14.75,,,Chapman 1978,"(parr, 11.58 g)",,,
Chinook salmon,Oncorhynchus tshawytscha,"F, M",Cadmiumchloride,,23,>,2.9,>,12.22,,,Chapman 1978,"(smolt, 32.46 g)",,,
Chinook salmon ,Oncorhynchus tshawytscha,"F, M",Cadmiumsulfate,,21,,1.1,,5.068,,,Finlayson and Verrue 1982,(juvenile),,,
Chinook salmon ,Oncorhynchus tshawytscha,"S, U",Cadmiumchloride,,211,,26,,12.52,,,Hamilton and Buhl 1990,(9-13 wk),,,
Chinook salmon ,Oncorhynchus tshawytscha,"S, U",Cadmiumchloride,,343,,57,,17.05,8.708,5.949,Hamilton and Buhl 1990,(18-21 wk),,,
Lake whitefish,Coregonus clupeaformis,"F, M",,,81,,530,,651.3,,651.3,McNicol 1997,"(yearling, 140 mm, 22 g)",,,
Mountain whitefish ,Prosopium williamsoni,"F, M",Cadmiumchloride,,52,>,8.29,>,15.72,,>15.72,Stubblefield 1990,(209 g),,,
Brown trout,Salmo trutta,"F, M",Cadmiumchloride,,48,,2.85,,5.845,,,Stubblefield 1990,"(fingerling, 22.4 g)",,,
Brown trout ,Salmo trutta,"F, M",Cadmiumsulfate,,37.6,,2.37,,6.173,,,Davies and Brinkman1994c,(fingerling),,,
Brown trout ,Salmo trutta,"F, M",Cadmiumsulfate,,29.2,,1.23,,4.104,,,Brinkman and Hansen2004a; 2007,(fry),,,
Brown trout ,Salmo trutta,"F, M",Cadmiumsulfate,,67.6,,3.9,,5.721,,,Brinkman and Hansen2004a; 2007,(fry),,,
Brown trout ,Salmo trutta,"F, M",Cadmiumsulfate,,151,,10.1,,6.746,3.263,5.642,Brinkman and Hansen2004a; 2007,(fry),,,
Bull trout ,Salvelinus confluentus,"F, M",Cadmiumchloride,,30.7,,0.91,,2.891,,,Stratus Consulting 1999,(76.1 mg),(pH=7.5),,
Bull trout ,Salvelinus confluentus,"F, M",Cadmiumchloride,,29.3,,0.99,,3.292,,,Stratus Consulting 1999,(200 mg),(pH=7.5),,
Bull trout ,Salvelinus confluentus,"F, M",Cadmiumchloride,,31.7,,1,,3.079,,,Stratus Consulting 1999,(221 mg),(pH=7.5),,
Bull trout ,Salvelinus confluentus,"F, M",Cadmiumchloride,,30.2,,0.9,,2.905,,,Stratus Consulting 1999,(218 mg),(pH=7.5),,
Bull trout ,Salvelinus confluentus,"F, M",Cadmiumchloride,,30,,2.89,,9.39,,,Stratus Consulting 1999,(84.2 mg),(pH=6.5),,
Bull trout ,Salvelinus confluentus,"F, M",Cadmiumchloride,,89.3,,6.06,,6.769,4.353,4.19,Stratus Consulting 1999,(72.7 mg),(pH=7.5),,
Brook trout,Salvelinus fontinalis,"F, M",,,45,>,405,>,884.8,,,Drummond and Benoit1976,"(yearling, 21 cm, 110 g)",(44-46),,
Brook trout ,Salvelinus fontinalis,"F, M",Cadmiumchloride,,47.4,,"5,080",,"10,548",<3.623,"h3,055",Holcombe et al. 1983,(100 g),,,
Goldfish ,Carassius auratus,"F, M",Cadmiumchloride,,44.4,,748,,"1,656","1,707","1,656",Phipps and Holcombe1985,(8.8 g),,,
Grass carp ,Ctenopharyngodon idellus,"S, U",Cadmiumsulfate,,,,"9,420",,,,eNA,Yorulmazlar and Gul 2003,"(18 mm, 17 g)",,,
Common carp ,Cyprinus carpio,"S, U",Cadmiumnitrate,,100,,"4,300",,"4,299",,,Suresh et al. 1993a,(fry),,,
Common carp ,Cyprinus carpio,"S, U",Cadmiumnitrate,,100,,"17,100",,"17,097",,,Suresh et al. 1993a,(fingerling),,,
Common carp ,Cyprinus carpio,"R, U",Cadmiumchloride,,,,140,,,,,Ramesha et al. 1997,(yolkabsorbed),,,
Common carp ,Cyprinus carpio,"R, U",Cadmiumchloride,,,,"2,840",,,,,Ramesha et al. 1997,(fry),,,
Common carp ,Cyprinus carpio,"R, U",Cadmiumchloride,,,,"2,910",,,,,Ramesha et al. 1997,(advanced fry),,,
Common carp ,Cyprinus carpio,"R, U",Cadmiumchloride,,,,"4,560",,,,,Ramesha et al. 1997,(fingerling),,,
Common carp,Cyprinus carpio,"S, U",Cadmiumchloride,,185,,"220,770",,"120,874",,,Ghosal and Kaviraj 2002,"(fry, 3.34 cm, 0.33 g)",,,
Common carp,Cyprinus carpio,"S, U",Cadmiumchloride,<,125,,"43,170",,"34,693",,,Datta et al. 2003,"(fry, 3.5 cm, 0.65 g)",,,
Common carp,Cyprinus carpio,"S, U",Cadmiumchloride,,187.5,,"48,390",,"26,148",,,Datta et al. 2003,"(fry, 3.5 cm, 0.65 g)",(125-250),,
Common carp,Cyprinus carpio,"S, U",Cadmiumchloride,,312.5,,"116,450",,"38,164",,,Datta et al. 2003,"(fry, 3.5 cm, 0.65 g)",(250-375),,
Common carp,Cyprinus carpio,"S, U",Cadmiumchloride,>,375,,"310,480",,"85,122","8,573","30,781",Datta et al. 2003,"(fry, 3.5 cm, 0.65 g)",,,
Red shiner ,Cyprinella lutrensis,"S, M",Cadmiumsulfate,,85.5,,"6,620",,"7,716","7,762","7,716",Carrier 1987; Carrier andBeitinger 1988a,"(adult, 0.80-2.0 g)",,,
Zebrafish ,Danio rerio,"R, U",Cadmiumchloride,,177.5,,"2,113",,"1,205",,,Blechinger et al. 2002,"(3-7 d, larva)",,,
Zebrafish ,Danio rerio,"R, M",Cadmiumnitrate,,141,,"4,047",,"2,891",,,Alsop and Wood 2011,(adult),(28oC),"(3,822 reported dissolved)",
Zebrafish ,Danio rerio,"R, M",Cadmiumnitrate,,141,,"1,832",,"1,309",,,Alsop and Wood 2011,(larva),(26.6oC),"(1,730 reported dissolved)",
Zebrafish ,Danio rerio,"R, M",Cadmiumnitrate,,7.8,,"125.2",,"1,521",,,Alsop and Wood 2011,(larva),(26.6oC),(121.8 reported dissolved),
Zebrafish ,Danio rerio,"S, U",Cadmiumchloride,,250,,"13,657",,"5,569",,,Vergauwen 2012;Vergauwen et al. 2013,(adult),(18oC),,
Zebrafish ,Danio rerio,"S, U",Cadmiumchloride,,250,,"11,510",,"4,693",,,Vergauwen 2012;Vergauwen et al. 2013,(adult),(26oC),,
Zebrafish ,Danio rerio,"S, U",Cadmiumchloride,,250,,"14,005",,"5,710",,,Vergauwen 2012;Vergauwen et al. 2013,(adult),(30oC),,
Zebrafish ,Danio rerio,"S, U",Cadmiumchloride,,250,,"14,241",,"5,807",,"2,967",Vergauwen 2012;Vergauwen et al. 2013,(adult),(34oC),,
Fathead minnow,Pimephales promelas,"S, U",Cadmiumchloride,,20,,"1,050",,"5,074",,,Pickering and Henderson1966,"(1.5-2.5 in., 1-2 g)",,,
Fathead minnow,Pimephales promelas,"S, U",Cadmiumchloride,,20,,630,,"3,044",,,Pickering and Henderson1966,"(1.5-2.5 in., 1-2 g)",,,
Fathead minnow,Pimephales promelas,"S, U",Cadmiumchloride,,360,,"72,600",,"20,716",,,Pickering and Henderson1966,"(1.5-2.5 in., 1-2 g)",,,
Fathead minnow,Pimephales promelas,"S, U",Cadmiumchloride,,360,,"73,500",,"20,973",,,Pickering and Henderson1966,"(1.5-2.5 in., 1-2 g)",,,
Fathead minnow ,Pimephales promelas,"F, M",Cadmiumsulfate,,201,,"11,200",,"5,654",,,Pickering and Gast 1972,(2 g),,,
Fathead minnow ,Pimephales promelas,"F, M",Cadmiumsulfate,,201,,"12,000",,"6,058",,,Pickering and Gast 1972,(2 g),,,
Fathead minnow ,Pimephales promelas,"F, M",Cadmiumsulfate,,201,,"6,400",,"3,231",,,Pickering and Gast 1972,(2 g),,,
Fathead minnow ,Pimephales promelas,"F, M",Cadmiumsulfate,,201,,"2,000",,"1,010",,,Pickering and Gast 1972,(2 g),,,
Fathead minnow ,Pimephales promelas,"F, M",Cadmiumsulfate,,201,,"4,500",,"2,272",,,Pickering and Gast 1972,(2 g),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumchloride,,40,,21.5,,52.71,,,Spehar 1982,(fry),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumchloride,,48,,11.7,,24,,,Spehar 1982,(fry),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumchloride,,39,,19.3,,48.51,,,Spehar 1982,(fry),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumchloride,,45,,42.4,,92.63,,,Spehar 1982,(fry),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumchloride,,44,,29,,64.77,,,Spehar 1982,(fry),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumchloride,,47,,54.2,,113.5,,,Spehar 1982,(fry),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumchloride,,103,,"3,060",,"2,972",,,Birge et al. 1983,(adult),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumchloride,,103,,"2,900",,"2,817",,,Birge et al. 1983,(adult),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumchloride,,103,,"3,100",,"3,011",,,Birge et al. 1983,(adult),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumchloride,,262.5,,"7,160",,"2,783",,,Birge et al. 1983,(adult),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumchloride,,43.5,,"1,280",,"2,891",,,Spehar and Carlson1984a;b,(30 d),,,
Fathead minnow ,Pimephales promelas,"F, M",Cadmiumchloride,,44.4,,"1,500",,"3,320",,,Phipps and Holcombe1985,(0.6 g),,,
Fathead minnow ,Pimephales promelas,"S, U",Cadmiumchloride,,120,>,150,>,125.5,,,Hall et al. 1986,(larva),,,
Fathead minnow ,Pimephales promelas,"F, M",Cadmiumnitrate,,44,,13.2,,29.48,,,Spehar and Fiandt 1986,(30 d),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumchloride,,141,,"3,420",,"2,443",,,Sherman et al. 1987,(juvenile),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumsulfate,,85.5,,"3,580",,"4,173",,,Carrier 1987; Carrier andBeitinger 1988a,(0.8-2.0 g),,,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumnitrate,,290,,73,,25.47,,,Schubauer-Berigan et al.1993,(<24 hr),(pH=6-6.5),,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumnitrate,,290,,60,,21.16,,,Schubauer-Berigan et al.1993,(<24 hr),(pH=7-7.5),,
Fathead minnow ,Pimephales promelas,"S, M",Cadmiumnitrate,,290,,65,,22.92,,,Schubauer-Berigan et al.1993,(<24 hr),(pH=8-8.8),,
Fathead minnow ,Pimephales promelas,"S, U",Cadmiumnitrate,,60,,210,,346.2,,,Rifici et al. 1996,(<24 hr),,,
Fathead minnow ,Pimephales promelas,"S, U",Cadmiumnitrate,,60,,180,,296.7,59.08,"1,582",Rifici et al. 1996,(1-2 d),,,
Colorado pikeminnow,Ptychocheilus lucius,"S, U",Cadmiumchloride,,199,,78,,39.76,,,Buhl 1997,"(larva, 9 mm)",,,
Colorado pikeminnow,Ptychocheilus lucius,"S, U",Cadmiumchloride,,199,,108,,55.06,45.59,46.79,Buhl 1997,"(juvenile, 43 mm)",,,
Northern pikeminnow,Ptychocheilus oregonensis,"F, M",Cadmiumchloride,,25,,"1,092",,"4,241",,,Andros and Garton 1980,"(juvenile, 56 mm)",,,
Northern pikeminnow,Ptychocheilus oregonensis,"F, M",Cadmiumchloride,,25,,"1,104",,"4,288","4,493","4,265",Andros and Garton 1980,"(juvenile, 60 mm)",,,
Bonytail ,Gila elegans,"S, U",Cadmiumchloride,,199,,148,,75.45,,,Buhl 1997,(larva),,,
Bonytail ,Gila elegans,"S, U",Cadmiumchloride,,199,,168,,85.64,78.32,80.38,Buhl 1997,(juvenile),,,
Razorback sucker ,Xyrauchen texanus,"S, U",Cadmiumchloride,,199,,139,,70.86,,,Buhl 1997,(larva),,,
Razorback sucker ,Xyrauchen texanus,"S, U",Cadmiumchloride,,199,,160,,81.56,74.08,76.02,Buhl 1997,(juvenile),,,
Channel catfish ,Ictalurus punctatus,"F, M",Cadmiumchloride,,44.4,,"4,480",,"9,917","10,225","9,917",Phipps and Holcombe1985,(7.4 g),,,
Mosquitofish ,Gambusia affinis,"S, U",Cadmiumchloride,,,,"2,354",,NA ,,,Annabi et al. 2009,(juvenile),,,
Mosquitofish ,Gambusia affinis,"S, U",Cadmiumchloride,,,,"1,447",,NA ,"13,146","12,100",Annabi et al. 2009,(adult),,,
Guppy ,Poecilia reticulata,"R, M",Cadmiumchloride,,105,,"3,800",,"3,622",,,Canton and Slooff 1982,(3-4 wk),,,
Guppy ,Poecilia reticulata,"R, M",Cadmiumchloride,,209.2,,"11,100",,"5,388",,,Canton and Slooff 1982,(3-4 wk),,,
Striped bass ,Morone saxatilis,"S, U",Cadmiumchloride,,40,,4,,9.807,,,Palawski et al. 1985,(63 d),,,
Striped bass ,Morone saxatilis,"S, U",Cadmiumchloride,,285,,10,,3.587,5.916,5.931,Palawski et al. 1985,(63 d),,,
Green sunfish ,Lepomis cyanellus,"S, M",Cadmiumsulfate,,85.5,,"11,520",,"13,427","5,997","6,276",Carrier 1987; Carrier andBeitinger 1988b,(juvenile),,,
Bluegill ,Lepomis macrochirus,"F, M",Cadmiumsulfate,,20,,"1,700",,"8,215",,,Lemke 1965,"(juvenile, 1.5-3.5 g)",,,
Bluegill ,Lepomis macrochirus,"F, M",Cadmiumsulfate,,20,>,"2,100",>,"10,148",,,Lemke 1965,"(juvenile, 1.5-3.5 g)",,,
Bluegill ,Lepomis macrochirus,"F, M",Cadmiumsulfate,,350,,"22,200",,"6,512",,,Lemke 1965,"(juvenile, 1.5-3.5 g)",,,
Bluegill ,Lepomis macrochirus,"F, M",Cadmiumchloride,,44.4,,"6,470",,"14,322","12,194","9,574",Phipps and Holcombe1985,(1.0 g),,,
Yellow perch,Perca flavescens,"F, M",Cadmiumnitrate,,120,,"8,140",,"6,808",,"6,808",Niyogi et al. 2004b,"(juvenile, 8-12 g)",,,
Nile tilapia,Oreochromis niloticus,"S, M",Cadmiumchloride,,36.17,,"24,660",,"66,720",,"66,720",Garcia-Santos et al. 2006,"(adult, 13.1 cm, 77.2 g)",,,
Mozambique tilapia ,Oreochromis mossambica,"R, U",Cadmiumsulfate,,17,,"1,000",,"5,666","21,569","10,795",James and Sampath 1999,(1.52 g),,,
White sturgeon ,Acipenser transmontanus,"F, M",Cadmiumchloride,,103,>,"49.98",>,48.55,,,Calfee et al. 2014,"(2 dph, 0.03g)",,(>47.2 reported dissolved),
White sturgeon,Acipenser transmontanus,"F, M",Cadmiumchloride,,106,>,"375.9",>,355,,,Calfee et al. 2014,"(30 dph, 0.17g, 30.6 cm)",,(>355 reported dissolved),
White sturgeon,Acipenser transmontanus,"F, M",Cadmiumchloride,,108,<,"36.43",<,33.78,,,Calfee et al. 2014,"(61 dph, 1.15 g, 62.5 cm)",,(<34.4 reported dissolved),
White sturgeon,Acipenser transmontanus,"F, M",Cadmiumchloride,,105,>,"158.3",>,150.9,,,Calfee et al. 2014,"(72 dph, 1.89 g, 75.6 cm)",,(>149.5 reported dissolved),
White sturgeon,Acipenser transmontanus,"F, M",Cadmiumchloride,,104,>,"289.6",>,278.6,,,Calfee et al. 2014,"(89 dph, 3.73 g, 97.57 cm)",,(>273.5 reported dissolved),
White sturgeon ,Acipenser transmontanus,"F, M",Cadmiumchloride,,100,>,"11.65",>,11.65,,,Wang et al. 2014a,(2 dph),,(>11 reported dissolved),
White sturgeon ,Acipenser transmontanus,"F, M",Cadmiumchloride,,100,>,"11.65",>,11.65,,<33.78,Wang et al. 2014a,"(larva, 27dph)",,(>11 reported dissolved),
Mottled sculpin,Cottus bairdi,"F, M",Cadmiumchloride,,103,,7.9,,7.673,,,Besser et al. 2006; 2007,"(swim-up fry, 0.033 g)",,,
Mottled sculpin,Cottus bairdi,"F, M",Cadmiumchloride,,103,,17,,16.51,,,Besser et al. 2006; 2007,"(juvenile, 0.104 g)",,,
Mottled sculpin,Cottus bairdi,"F, M",Cadmiumchloride,,103,,23,,22.34,,,Besser et al. 2006; 2007,"(juvenile, 0.260 g)",,,
Mottled sculpin,Cottus bairdi,"F, M",Cadmiumchloride,,103,>,67,>,65.08,,,Besser et al. 2006; 2007,"(yearling, 2.3 g)",,,
Mottled sculpin,Cottus bairdi,"F, M",Cadmiumchloride,,103,,2.9,,2.817,,,Besser et al. 2006; 2007,(newly hatched),,,
Mottled sculpin ,Cottus bairdi,"F, M",Cadmiumsulfate,,48.7,,"1.973",,3.99,,4.418,Brinkman and Vieira 2007,(fry),,(1.92 reported-dissolved),
African clawed frog,Xenopus laevis,"R, U",Cadmiumnitrate,,100,,"1,600",,"1,600","3,093","2,231",Gungordu et al. 2010,(blastula stage 8-11),,,
Northwestern salamander,Ambystoma gracile,"F, M",Cadmiumchloride,,45,,468.4,,"1,023","1,055","1,023",Nebeker et al. 1995,(larva),,,
